json_path,year,full_article_id,block_id,matched_patterns,headline,article,Gemini_classification
/scratch.hpc/nicola.barban2/data/AS_dataset_raw/year_1907/faro_1907/1907-01-10_p5_sn86069457_00206533572_1907011002_0021.json,1907,8,7,\babort[i1][o0]n\b,,"it. We appeal to the medical pro-
fession in Its organized capacity, and
to all officials and good citizens, to
aid us in the enforcement of this
wise and timely law.


1t is also made the duty Of the
Board to revoke the license of any
physician who becomes addicted to
the liquor or drug habit TO a degree
which disqualifes him to practice
with safety to the people. No drunk
ard or opium or cocaine habitue is fit
to practice a vocation where health
and life are constantly dependent
upon acuteness of intellect or correct
ness of judgement. Shis is a mild
ogence compared with the cowardly
murder involved in cry criminal
abortion, and this phase of the law
will be used to secure reformation
wherever this is possible. Copies Of
this letter will be sent to every news
paper, physician aud official in Ken
lucky, and we ask the assistance of
all good people in the work.


BY order of the BOARD,



j. n. Mccormack, NJ. d., Secretary.",ART
/scratch.hpc/nicola.barban2/data/AS_dataset_raw/year_1908/faro_1908/1908-02-12_p1_sn85053157_0029586087A_1908021201_0485.json,1908,11,10,\bm[i1]scarriage\b;\b(?:m|rn)[i1]scarr[iIl1]age\b,IT ENCOURAGES CRIME.,"Another instance of the peculiar
and unsatisfactory verdict sometimes
rendered by a trial jury is reported
from Fergus county, in the case OF. a
defend ant who was charged with the
crime Of murder. The prosecution
produced positive proof that the crime
was committed by the accused, but the
jury returned a verdict of acuuittal.
The result OF the trial was such Il per.
version of justice that Judge Cheadle
was moved to remark that it is ""safer
to kill a man than to steal a horse or
a COW in Fergus county,


1t is an unfortunate fact that such
remarkable aud i~ndcfensible vcrdicts
are not confined to Fergus county, the
records of the several district courts
showing similar incidents in all parts
of Montana. Compared with the mum.
Der of crimes committed in the state,
the number of convictions and the
intliction of adequate punishment is
deplorably small.


In comm nting upon the frequent
miscarriage of justice in Fergus coun'
ty, the Lewistown Democrat makes
these remarks, which will also appl,
in other parts Of the state:


Within twelve months, there hav'
been no less than ten homicides il
Fergus. While this is probably
record in the matter of numbers, tn
years which preceded the present on
can each tell its story Of brutal mul
ders and blood letting. In all thi
time, there has, we believe, been on
legal execution in Fergus county. l
all cases, the men who were guilty
the killings were given penitentiar
sentences, in most instances, mad
quate, or succeeded in escaping a
together for their bloody deeds.


In almost every case, the mt
charged with these murders have bee
apprehended and brought to the bar
Justice by the sheriffs Of the count.
The states prosecutors have been a
gressive and vigilant in assemble
the convicting testimony and OF
courts have always shown a cor
mendable desire to have justice met,
out, not only to the defendant but al:
to the state.


If there is any criticism, it must
laid at the doors of the people fro
whom the iuries are taken. All OF
who form the citizenship Of this COZ
munity must take the blame. 1t is n",OTHER
/scratch.hpc/nicola.barban2/data/AS_dataset_raw/year_1908/faro_1908/1908-10-04_p51_sn83030214_00175039417_1908100401_0090.json,1908,7,6,\brace[ -]?suicide\b;\brace[ -]?su[iIl1]c[iIl1](?:d|c[l[I[1lI]l][1lI]])e\b,"NoUeI Features for Parade-Rd'l-


roads Make Special Rates.","Atlantic City, Oct 3-The increasing coolness in


the air has had tendency to frghten some of


the more tender from ocean bathing, but TO the


seasoned bather the water never more enjoy


able. Bathing has fallen of TO a great extent.


and those who followed it simply they follow
other fads have turned their attention 70 other
varieties OF pleasure and diversion. Many OF the


bathing establishments ara preparing to close for
the winter, and by the 10th OF the I.dntk not
more than one or two OF the bathing houses VIII
be open.


There will be two distinct novelties in the ex-
hibits Of the big carnival parade on October T.
One will be that of the ""Anti-Race Suicide Club
which will have float which will be displayed
some half dozen baby carriages all filed, and the
other a march lg club OF women known as the
Lady Foresters' It is the first time that a club
OF women has undertaken to march in any parade


in Atlantic City. Big preparations are being made
for the carnival for. coming Immediately at the
close Of Founders Week, in Philadelphia, 1t Is
certain to attract a large number Of people who
will be IN the Quaker City. The committee IN
charge is already IN receipt OF a list of entries
that warrants them in saying the parade Will Dc
the largest seen at the resort There IS every in
dicatou that thousands OF visitors Will come 10 the
resort take part the celebration Special trains
and special rates have been arranged by the rail-
roads for the carnival.


The city has passed ordinance whereby it viii
begin condemnation proceedings to gain possession
Of the beach front lands owned by ex-Counciinan
William Bowker. at Mississippi avenue; and OF
the beach end Of Pacific avenue, fronting the Royal
Palace Hotel owned by DR.. Dick. of Philadelphia
The latter is needed by the city. so that It may
complete the new line Of boardwalk started early
last spring but which could not be completed De
cause Mr. Dick refused 10 permit II 10 De con-
structed across his lands. He also took steps 10
compel the government to remove its LOOKOUT ana
boat house for the life saving service, which mad
been erected there It is likely the matter will De
settled and that the new boardwalk will be COM
peted in plenty oe time TO be used by the Lenten
visitors at the resort next spring


Mrs Mary Smith, whose face Is familiar 70 thou-
sands Of visitors here died this week. Mrs. Smith
had for several years in charge Of the bureau
for lost children which vas established on one
of the piers by the city. Hundreds Of lost babies
have been under her care IN the last few years


Mr. and Mrs. J. H. McKenny, of Oyster Bay are
spending their honeymoon at the Windsor


Prof W H Wolfson-W Whiting, of Hamburg, Ger
many authority pulmonary diseases Is at
Haddon Hall. He one OF the German deie-
gates at the International tuberculosis congress-


John Brown, the nevshoy who rlsked MS NE
70 save that Of a New York man named Brown
when the latter went bathing one morning DeIo1e
the life guards had gone on duty. has Dsen en-
tered in the local business college and VIII recelEe
an education at the expense of the Pleiades CIuo


= NJ YORK Of which the drowned man, Brown
was p prominent member The neNsDoy ""O1AS
bsr5 ar his studies and makes use OF his spare
moments selling papers and doing odd jops' rom
the returns Of which he assists IN supporting Ms
mo


Mr. and Mrs George NJ. Spellnlan. OF Ne"" AOTh
have taken apartments at the Grand Auanuc 1oF
an extended stay. a.,


G A Lockwood. of New York is at the Mari
Observation-Disclosures .-


"" H Munus a New York broker who IS al tne
Hotel Iroouois is al enthusiastic golfer haF04S
a dav uasses that he does not visit the LnAS u
the Atlantic City Country Club, at NortIlN


DR. George W. Jacoby, of New AorK' a000
na1ied bv Mrs Jacoby. is at the St CharleS'


Mrs G whitney Harris, of Long 4slahu' d VS.
tor Al the MarIborough gave Iunc1Ieon
for q small party of friends the other a aIlerLooll
E4e- erests included Miss Mary Howe. OF EI-I'a
IoInbia. Miss Katherine Robbins, OF New 1olA'
NJ vbelan Of Philadelphia. and MI oscar W MT
nov and Mrs Paul Rodney Whitney OF Ne"" AoiA


Keegan, Of New York, is at the Hote'
Rudolf. . .Li .b,1


NJ and Mrs Robert L. Walter ana the-r C44iI-
7-sT nave taken apartments at the Hotel DeIr-s'
o,d vvtlI spend the rest Of the autumn al the re-
sort - h,s vrifa and
daughter are among the resort Visltors- 4H0' nov
oDaT+rnents at the Hotel Chafonte-


Nv and Mrs Frank Morton, OF Gotham are en-
toI-i1- the fall at the shore They are staying .
Ifaddou Hall",OTHER
/scratch.hpc/nicola.barban2/data/AS_dataset_raw/year_1908/faro_1908/1908-07-19_p9_sn83045433_100493524_1908071901_0063.json,1908,1,0,\brace[ -]?suicide\b;\brace[ -]?su[iIl1]c[iIl1](?:d|c[l[I[1lI]l][1lI]])e\b,,"ed. are only TOO eager 10 preserve them
/ Once born. the good old. unfaIing ma
ternal Instinct denes all the laws Of race
/ destruction that even Napoleon could
graft upon the body social


But It is not enough. Although the
whole 5000 babies be saved that can be
saved, according TO recent estimates. the
cure for the French decsdence must op-
crate with parenthOoo, not with infancy


Deputy Messimy has just risen in the
Chamber Of Deputies 10 propose that the
French people may not die out"" these
measures:


L Freedom from all direct taxation for
families having more than three children.


? State aid IN every possible way in
the prevention Of infant mortality wher-
ever the mortality is due to ths poverty
OF the ignorance Of parents


3. Imitation of the United States in
making IL easy for foreigners 70 acquire
the fUI advantage OF citizenship.


But there is no word OF abolishing the
laws OF testamentary division Of prop
erty: and II there were. who shall say
tEat q nation already legalized- peuaIized
and devitalized into abdication OF the
highest privilege and the highest duty Of
humanity possesses the powers 10 regen-
crate itself2





comparable to those observable in the
United States. Thus. in Pennsvlvanfa
where vital statistics have Just been COL
lected. race suicide Glone Is not the cause
OF the 6iminution Of the birth rate. Il is
the large factor: but the entrance Of
women into business caI-ings tends 10
make them independent Of marriage and
10 delay many Unions. with consequent
loss TO the growth OF population


Ihe average age at which Pennsylvania
women marry IS nov twenty-four and a
hair years. remarkably late time Of
life The result IS that one-third Of first
born children IN Pennsyivanis come of
mothers who are more than twenty-five
years old This condition OF affairs is
markedly IN evidence in France. where
marriages Of reason MARRIAGES where
the contracting parties are Of an age TO
nave no hope Of progeny-1gure largely
IN the number OF fortunes that are ioine5
In matrimony. From such unions the us-
ton reaps no gain in citizenry whatever.
The parties are occupied with their own
comfort exclusively.


The difference is that in the United
states the average marriage age is being
set so near 20 the age Of the marriage
OF reason that the universal hope Of chill
cren Is growing smaller; IN Franco a
large percentage contract the marriage
OF reason"" at the ages when the hops II /
offspring cannot exist at all
In England. the other great nation now
most poignantiy anxious over the cradles |
that DO not hold their accustomed bur
dens, the growth OF Germany. adding
millions unto millions. is regarded with !
an uneasiness only a little less lcute /
than that Of France. Great Brieain's new
found friend and ally.
For months recently a parliamentary |",ART
/scratch.hpc/nicola.barban2/data/AS_dataset_raw/year_1909/faro_1909/1909-10-17_p1_sn85038485_00340583905_1909101701_0698.json,1909,5,4,\brace[ -]?suicide\b;\brace[ -]?su[iIl1]c[iIl1](?:d|c[l[I[1lI]l][1lI]])e\b,,"that is a matter that should be left en-
tirely to husband and wife to settle.
There is no hard and fast rule to regulate
the size OF families


II don't think this Roosevelt talk OF
race suicide has had the slightest in
fuence one way or the other on our
American families. There has not been
one more child born. 1t has had no
effect


Personally, I think 1t Is criminal to
bring children into the world when they
cannot be reared as good citizens


In regard to Mrs. Belmont's statement
1hat there may be bloodshed In our battle
Tor suffrage. l do not think there VIII
ever be any necessity for violence in this
country 1t is contrary to our custom.
we hold our elections, results are an
nounced. and the majority rules. The
minority does not take up arms. They
submit to the outcome


In England politics IS different. There
IS scarcely a meeting over there that
does not end in a knockdown


The women who are now fighting for
suffrage are few years ahead of their
time. They can plainly see the defects
at present, and the sooner the men see
the wonderful advantage of woman sui
frage the better 1t will be for all con
cerned.""",ART
/scratch.hpc/nicola.barban2/data/AS_dataset_raw/year_1909/faro_1909/1909-03-08_p5_sn85038485_00340583875_1909030801_0110.json,1909,22,21,\bm[i1]scarriage\b;\b(?:m|rn)[i1]scarr[iIl1]age\b,W. C. DAVIS MAY MAKE RACE,"Although it is of course unknown whether the report that w. c. Davis of Jasper will enter the congressional fight in the Sixth district against Capt. Rich mond P. Hobson is true or not, it is known that Captain Hobson is already preparing against any political thunder which his defense of the Brownsville sol diers might furnish a prospective oppo- nent.

 Edgar L. Clarkson, private secretary of Captain Hobson, has sent out the fol- lowing statement as coming from the con- gressman. in which statement Mir. Hobson defends his action;

 ''The action of the President prevented a proper investigation of the crime com mtted by the negro soldiers. There is reason to believe a regular court of in- quiry and then courtmartial would have found out the guilty, and hanged them on the spot, which should have been done, and the innocent exonerated. At this late date this is an effort to make up as far as can be done for the miscarriage of justice in the first case Upon sober thought it must appear clear to all that voting for the bill was the right and wise thing to do.''

 It is further known that Congressman Hobson knew when he made his speech defending the negro soldiers that that ac- tion would cost him contest in the Sixth His three-minute speech which follows, taken from the Congressional Record, is introduced by statement to that effect:

 MT Hobson: MT Speaker these three minutes will cost me contest in my district, and may cost me my seat in Con- gress I wore the uniform of the United States for IS years, and I have never known a case where an officer or an en- listed man was punished severely without court of inquiry. I know that he is not allowed to be punished to the extent of 30 days imprisonment without a court martial-to dishonorably dismiss a man without courtmartial is unheard of When these crimes were committed at Townsville

 MT. Garner: Will the gentleman allow me?-

 MT. Hobson: No, sir my time is too short When these crimes were committed at Brownsville, the President of the Uni

 

 and men to remain within barracks and could have ordered a court of inquiry, fol- lowed by courtmartial, which, held on the spot without delay, would no doubt have established the guilt or innocence of all the men, and would have given a regular, legal opportunity to every inno- cent man to establish the fact of his in- nocence. If, under duly administered oath any man had refused to tell the 1 whole truth or had been found to have | concealed or abetted the guilty, he could have been punished accordingly. By such a regular legal procedure the guilty, all of them or part of them, at least, could have been brought to full punishment at the scene of their hideous crime, fulfilling the ends of justice. But the President did not proceed in this regular legal jus tice. He scattered the men, guilty and in- nocent alike, to the four winds, and thus prevented the ends of justice. This ac- tion of the President prevented the estab- lshment of the guilt of guilty and pre- vented the innocent from establishing their innocence. These men have never had a chance to appear before court of inquiry; never before courtmartial; have never been under oath. This bill pro- vides the least that can now be done for the cause of justice.

 MT. Speaker, saw black men carrying our flag on San Juan Hill; have seen them before Manila. A black man took my father. wounded, from the field of Charlottesville. Black men remained on my grandfather's plantation after the proclamation of emancipation and took care of my mother and grandmother. The white man is supreme in this country; he will remain supreme. That makes it only the more sacred that he should give abso- lute justice to the black man who Is In our midst. Loud applause) I submit it to the conscience of my colleagues. This ought not to be made a party measure. We are standing here on the field of eter- nal justice, where all are the same. It is justice that links man to the divine. Whether the heavens fall or the earth melt away, while we live let sbe just. Loud applause).""",ART
/scratch.hpc/nicola.barban2/data/AS_dataset_raw/year_1909/faro_1909/1909-02-20_p1_sn89051168_00393343278_1909022001_0463.json,1909,7,6,\bMrs[.]?[ -]?Bird\b;\b(?:M|RN)rs[.]?[ -]?B[iIl1]r(?:d|c[l[I[1lI]l][1lI]])\b,"MILLIONAIRE

 HAD TWO FAMILIES","uIearst News Special to the Graphic,

 New York, Feb. 19.-That Samuel Roebuck, the millionaire, had two families was revealed today when his will was filed. He left the bulk of his estate to Mrs. Elizabeth Bird, who keeps small grocery store at North ampton, England. Mrs Bird says her father deserted her mother fifty years ago. Roebuck was 81 years old. His present wife Is 35 years of age.",OTHER
/scratch.hpc/nicola.barban2/data/AS_dataset_raw/year_1910/faro_1910/1910-01-05_p2_sn83045433_100493573_1910010501_0088.json,1910,8,7,"\bavoid(?:ing)?[ -]?(?:conception|pregnancy|offspring|children)?(?=|[-–—:;,.]|'s)","4 Trial Package of Smnrt's Dyspepsia


Tablets sent Free,","Tablets sent Free.


Within the last 20 years there has
sprung into existence theories nv tba
score relative to the kinds OF food that
human beings should eat and should
avoid. With the tremendous increase in
nervous and stomach diseases which are
caused by the strenuous life Of this neu-
rouc, neurasthenic age in which we live,
We are constantly having our attention
called TO some food faddist's new idea""
on the subject OF Authorization.


Most prominent among these theorists
is the vegetarian, who insists that meat
was never intended for the human stOm-
ach, despite the fact that his ancestors
Tor 6;oOO years or more used it as their
principal article of diet: and the old
patriarchs of Biblical History. who lived
TO pTOdigtOus old ages. were meat-eaters.
All Of the great nations OF history have
been users Of meat, and all Of the most
powerful and advanced countries Of to-
day employ II extensively In their diet
aries. and their superior development and
high degree Of civilization are IN strong
and striking contrast 20 the decadent and
degenerate nations Of Asia and the
tropics. whose inhabitants are vege-


Another fallacy which has lately be-
come fad is the gO-Called ''lOW-pTOteid'
diet. Now, the foods which are rich in
proteids are the ones which build up
nerve. brain, muscle, and blood, so that





proteid used simply means semi-starVa-
ton for the most important Centers of
the systematic ones on which we de-
pend the most TO enable us 10 success
fully fight the battles of life. Those
nations whose people use foods containing
but little pToteid are never Of large frame
or we'll built. The japanese, who have
always been small Of stature. have since
adopting a more liberal proteid diet,
shown a remarkable increase In size
vigor, and general development, and Il
is only since Japan became a intoxicating
nation that it has developed into world
power.


StIi another theory lately advanced Is
that sugar, pepper, and salt are gastric
irritants and iTritate the mucous MEN,
brane Of the stomach, although ii is
known that sugar possesses high caloTic
value, while pepper and salt assist diges-
ton rather than interfere with It, as is
claimed.


The no-breakfast plan, the two-meal
per day, and even the one meal daily has
been advocated while some advise q two
or three weeks fast, during which all
food is withheld from the stomach 'to
give 1t a rest completely ignoring the
fact that the systems tissues are being
constantly torn down and cast OF. and
new material to rebuild them must be
supplied from the food.


II is utter nonsense to concern ones
self about all these absurd and illogical
theories as life is entirely too short and
there are other things requiring our atten-
ton. Eat what you want when you want II,
and as much as the system needs to re-
plenlsh its waste, and then take one or
two OF Stuart's Dyspepsia Tablets and
forget all about food fads and stomach
troubles. They digest all kinds OF food
so thoroughly you won't know you have
a stomach. They are powerful digestors
Of every kind OF food, though harmless
to the system. and may be taken at any
time and in any quantity.


Get box from your druggist for 50c
and send us your name and address for
free sample. Address f A Stuart Co.,
15o Stuart Bldg. Marshall Mich",ADS_REPRO
/scratch.hpc/nicola.barban2/data/AS_dataset_raw/year_1910/faro_1910/1910-08-26_p1_sn99063957_00200298494_1910082601_0923.json,1910,8,7,\brace[ -]?suicide\b;\brace[ -]?su[iIl1]c[iIl1](?:d|c[l[I[1lI]l][1lI]])e\b,,"talked briefly of race suicide and
lions.


Two thousand persons were
crowded into the village square at
Ames, where Roosevelt discussed
country life and scientific farming.


Fifteen hundred persons greeted
him at Boone. After speaking brief
ly there about public honesty, the
colonel went forward and rode in
the engine cab for a number OF
miles. Senator Cummins accom-
panied the party as far as Council
Bluffs.


A car carringy Norman Hapgood.
George Ade, John T. McCutcheon
and Medill Mccormick was attached
to Roosevelt's train at Chicago.",ART
/scratch.hpc/nicola.barban2/data/AS_dataset_raw/year_1910/faro_1910/1910-01-13_p3_sn84022137_00279523611_1910011301_1390.json,1910,24,23,"\bavoid(?:ing)?[ -]?(?:conception|pregnancy|offspring|children)?(?=|[-–—:;,.]|'s)",,"but never follows the use Of Foley =
Honey and TAr. ~hich stops the cough,
heals the lungs, and expels the cold
from your system. Tske q 6rst sign
Of cold and avoid : dangerous III.
ness. Sold BY the Pioneer Drug Co.",OTHER
/scratch.hpc/nicola.barban2/data/AS_dataset_raw/year_1910/faro_1910/1910-07-28_p10_sn84029386_00295871532_1910072801_0996.json,1910,13,12,\bfemale[ -]?(pills?|safe(?:ty)?|remed(?:y|ies))\b,,"Oiven me, and / am recommending ""
fo all nv friends. Mrs. W. s. FORD
92O7 W. Franklin st., Baltimore, Nd;


The most successful remedy in this
country for the cure Of all forms Of
female complaints is Lydia e. Pink
hams Vegetable Compound. IT has
stood the test Of years and to-day Is
more widely and successfully used than
any other female remedy. II has cured
thousands Of women who have been
troubled with displacements, infam-
nation, liberation, hbroid tumors, IT.
regularities, periodic pains, backache'
that bearing-do feeling, fiatulency.
Indigestion, and nervous pr0Stratlon,
afteF ali other means had failed.


II YOU are suffering from any Of these
ailments, don't give up hope until you
have Qiven Lydia e. Pinkham'S Ve8o-
table Compound o trial.


If YOU would like special advice
,wFitc to Mrs. Pinkham, Lynn,
MASS, for II. She has guided
thousands to health tree OF
charge. s@",ADS_REPRO
/scratch.hpc/nicola.barban2/data/AS_dataset_raw/year_1911/faro_1911/1911-09-15_p5_sn85053089_00294554683_1911091501_0308.json,1911,18,17,\brace[ -]?suicide\b;\brace[ -]?su[iIl1]c[iIl1](?:d|c[l[I[1lI]l][1lI]])e\b,,"i Ed. Egan Of Shotgun. was in town last
Friday.


c. G. Moulton Of Kalispell, was in town
last Friday.


Henry Seiben Of Helena. was in town
last Sunday.


Will Palmer of the South Side. was in
town last Friday.


Mr.. and Mrs. Mark Thomas were in
from their farm last Sunday.


Anton Cattaneo of the South Side paid
Culbertson visit Tuesday.


c. L. Fowler of the South Side, was in
town Tuesday for the first time in several
months.


Mrs. Leply. who lives in the northern
part of eastern Valley County, was IN tow
Monday.


Miss Bogert. Chas. Bogert and Miss
Featham all of Redstone we're Culbertson
visitors last Friday.
| ]. ]. Delaney, Mrs. V. II. Bostwick and
Miss Bertha Maloy. all of Havre. arrived
here Yesterday morning.


Jack Bennett of Redstone. stopped in
Culbertson short time last Friday on his
way home from trip to St. Paul.


DIR. G. II. Miller and Dr. Desy the vet
erinarian. both of Medicine Lake. came
down to Culbertson in an automobile on
Tuesday.


Harvey Moothart. who attended school in
California for the past year. arrived home
recently well pleased with his experiences
on the coast.


Ii is reported that Verne II. Bostwick
has been through Culbertson recently on
Great Northern train and that he was in
Spokane, Wash. only a few days ago.


Mrs. VIM. Donohoe. who is in ST. Paul
on a visit. writes to one of her friends in
Culbertson that she is having a splsndid
time and will return home some day next
week.


Chas Bartlett returned Monday from
his claim near Paxton and is again in
charge of the Evans Barber shop. NJ. ID.
Shelly. the proprietor. lett the same day
for his claim near Plentywood.


Mrs S. p. Mitchell left yesterday for
Mrs. Walter Hurd and will also attend
some Of the sessions of the Valley County
Teachers Institute which will be held there
next week.


Go to ID. X. Brockman Resident Dentist
Office in First National Bank building,
Culbertson. Mont. off


]. l.. Mccormick. at one time teacher
at Mondak and more recently a resident Of
the South Side, sold the improvements on
his claim recently and left Tuesday for
Drummond. Mont. where he has been en-
gagged as principal of the graded school
and high school Of that place.
Wire screen netting for doors and win
dows in all sizes at S. S. Moens the Hard
ware Man. off


Twin boys we're born to Mr.. and Mrs.
Norbet Belgard near Lanark Wednesday
morning. As these twins are children OF
Turtle Mountain Indians they are each en-
titled to quarter section Of land. There
is no race suicide among these Indians and
MIR. and Mrs. Belgard are to be congratu-
lated.


The Star Meat Market. under the new
management Of Clarence Ross, is doing
fine business. All the meats and delicacies
Of the season will be found fresh and good.


3u


Six residents of the county near Froid
returned from Glasgow Tuesday and stop
ped of at Culbertson. They are now full
citizens Of the United States, having taken
out naturalization papers before Judge
Utter. as follows: John Brown. the land
man, J. II. Oswald. w. q. stephens and
three Sundvald brothers. Chas. Ballack,
IL. Horstman and Lige Crawford were
along as witnesses.


Major {. b. Lohmiller, Superintendent
Of the Fort Peck indian Reservation. was
down from Poplar last Friday and made a
call at the Searchlight office, lie says that
the auction sale of town lots in Poplar will
not take place until next spring at which
time all those lots not already occupied by
business houses and residences will be sold
to The highest bidders.
FOR SALE-A new 5000 Busch & Gurtz |
Piano. at +. Strands claim. miles north
west Of Froid. Will sell for sa5o cash.
Has never been used at all and was recent
ly shipped from Chicago here. 2Ips
There will be no school in any Of the |
school houses in Eastern Valley County on |
Monday. Tuesday and Wednesday of next
week. as the teachers are all obliged to at
tend the Institute at Glasgow on those
days. The Culbertson school will open
again on Thursday. but most of the coun-
try schools will remain closed tor a full \",OTHER
/scratch.hpc/nicola.barban2/data/AS_dataset_raw/year_1911/faro_1911/1911-02-02_p2_sn85038615_00175031856_1911020201_0136.json,1911,1,0,\babort[i1][o0]n\b,,"incorporating the agreement. Virginia
Democrats held meeting at the same
time ana the consensus of opinion was
ior the agreement. Democrats from
other states talked over the situation
among themselves. and tho sentiment,
50 far as 1t developed. seemed to be
mat the Democrats should pass The
measure because Of what It embra ccd,
rather than defeat the whole PROPOSE
ton BY baking OH any points of or1is
SIGN or Inclusion that local interests
might favor.


Tha conferences of the delegations
Will continue. and meantime Secretary
OF State Knox and Special Agent
Charles III. Pepper, or the State De-
partmcnt, who Investigated reciprocity
matters, will urge on the Republicans,
in hearing before the House Commit
tee on Ways and Means next Thursday.
the abortion OF the agreement,",OTHER
/scratch.hpc/nicola.barban2/data/AS_dataset_raw/year_1911/faro_1911/1911-11-19_p16_sn84026749_00294557660_1911111901_0723.json,1911,4,3,\bm[i1]scarriage\b;\b(?:m|rn)[i1]scarr[iIl1]age\b,,"course, the argument used by the Street
in bidding up prices was based upon the
news advices from Washington to the
effect that in view of Mr.: Rooseyelts
deceived In the Tennessee Coal and Iron
matter the Government might amend It's
bill of complaint in the Steel suit bear
ing upon that point. This was elaborat-
ed into a report that the entire case
might be abandoned, which Is, of course,
preposterous.


Political Possibilities.


Coinciding heartily, as many important
men in Wall Street do. with Mr.. Roose-
velt's view that the Government should
adopt constructive policy In the trust
question, drop or annul the Sherman
act, and endeavor to supervise the cor
porations In the same way that the rail-
ways are supervised, there are some
who see no bull argument on stocks In
his editorial news. In other words,
they believe. SO strong is the former
President with the rank and file in the
country, that his criticism OF the cir
cult courts acceptance of the Tabacco
Company's plan will crystalline the op-
position against that plan and the op-
position against the Supreme Court 8
Interpretation of the Sherman antitrust
act, and force the matter of new anti
trust statute into Congress. and thereby
aggravate a situation already highly dis
turbing.


The political possibilities Of Mr. Roose-
velts editorial did not appear to dis
turb the speculative element. but this
certainly was much discussed phase
Of the editorial in banking circles. Per-
haps none Of the things which bankers
talk about may come TO pass, put az
present they express the belief that
Mr.. Roosevelt has complicated matters
President
trative program, the national conven-
ton, and the impending PresidentiaS
campaign. One banker with whom l
talked held the, opinion. however, that
would be better in the end The more
disturbed the situation"" said he, the
nearer the solution. The present con-
dition of affairs is certainly intolerable.
on tearing big corporations apart, patch
them up again, and tear them apart
a second time. and so on and on. We
must have some constructive legisla-
ton, and l believe we are going to get
it.""


Much Recrimination


or course there has been much re-
elimination between the adherents of
President Taft and Mr.. Roosevelt over
the condition OF affairs The friends
OF the former insist that II was Mr..
Roosevelt who started the whole anti
trust matter first, with the Northern
Securities Company, and then with the
Standard Oil and American Tobacco
Company. or the charge that the final
decision In the Tobacco case Is prac-
tically a miscarriage OF justice, ad-
herents of the President point out that
the suit was instituted by the Roosevelt
administration, and that the Supreme
Court rendered the decision which is
criticised. Again, in the Tobacco case,
to the assertion that the property re-
mains under the control OF the same
persons after dissolution as before, Mr..
Taft's adheTents retort that such also
was the final outcome Of the Northern
Securities case. prosecuted by Mr..
Roosevelt. Great Northern and North
ern Pacific were Hill roads before the
merger and they are Hill roads now,
and greatly strengthened in their posi-
ton by their common ownership of
the Burlington.


charge of indiscriminating prosecutions
by the Department of Justice. those",OTHER
/scratch.hpc/nicola.barban2/data/AS_dataset_raw/year_1912/faro_1912/1912-06-27_p2_sn89058216_00415622041_1912062701_0550.json,1912,2,1,"\bavoid(?:ing)?[ -]?(?:conception|pregnancy|offspring|children)?(?=|[-–—:;,.]|'s)","Indications Point to Speaker
Champ Clark AS Choice
for Democratic Nomina-
ton for President.","Baltimore, June Do William }.
Bryan met defeat at the hands of the
democratic national convention today
and in the opinion of many OF the
party leaders he eliminated himself
from the race for the presidential
nomination.


The vote by which former Judge AL
ton b. Parker, of New York, was cleo
ted temporary chairman over Mr..
Bryan-570 to 5l0-was Interpreted to-
night in many ways. The Champ
Clark adherents are claiming thenom-
nations and many believed today it
would either be Speaker Clark or a
s.dark horse.n Talk Of Mr.. Bryan has
not ceased by any means. Some Of his
81, friends say today vote was no test;
that many of his most ardent supper
tiers were compelled by circumstances
to vote against him as temporary
chairman. They claimed, on the other
hand, that the vote of 80 given 10 Mr.
Bryan indicated that he held a ""veto""
power in the convention which put
him in position Of dominance as TO
who shotlld be the nominee.


Many of Speaker Clark's delegates
openly threw their supportto the anti
Bryan forces. This was regarded as
opening breach between the speaker
and the former nominee which may
cause the Bryan supporters to make a
bitter fight on Clark. Taken from an
other standpoint the vote Of SO many
of the Clark adhercnts for Judge Par
ker was interpreted as distinct bid
for the support of the conservative Gle
ment in the convention.


This conservative elements 1T may be
stated, practically is prepared TO ac
cept radical or progressive candidate
They frankly admit that 30 name &
conservative or so-called reactionary
would strengthen Colonel Theodore
Roosevelt in his organization of {
third party. This the leaders are anX
ious TO avoid.


The turn of political affairs in tht
past few days is regarded here as hav
ing been decidedly favorable to Speaker
Clark's candidacy. The straight ou
Wilson delegates today threw thei
support solidly to Mr.. Bryan. This
the leaders figured, woHid make thu
conservative element choose Clark il",OTHER
